id,title_similar_ind,description_similar_ind
67370861,"[60179266, 57177026, 58340167, 57805747, 65484221]","[57177026, 58340167, 58973104, 57805747, 65484221]"
66452055,"[59144128, 58444770, 67872209, 60878105, 22968830]","[59144128, 58444770, 51314914, 67872209, 66452055]"
31293420,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 49884647, 52124332, 31293420, 50477553]"
66955369,"[59402594, 56305836, 55358261, 48035321, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
51251341,"[66698567, 1199401, 7614603, 10685711, 8126225, 838460]","[51510729, 1199401, 10685711, 20485914, 13728284]"
55074317,"[396225, 398311, 55074319, 394868, 449339]","[449376, 449390, 449391, 55074319, 449393]"
58839708,"[59402594, 56305836, 55358261, 48035321, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
55505596,"[853251, 1387525, 6542807, 1689849, 656890]","[853251, 46829124, 1387525, 58695878, 1689849]"
66698575,"[34123303, 45053000, 35905909, 48035319, 46626779]","[60179271, 45053000, 42594230, 43986359, 46626779]"
58726004,"[56452874, 56452879, 65076822, 65076824, 59405726]","[54739910, 37420467, 65076822, 65076824, 13728284]"
16530716,"[43801573, 43986343, 427722, 48035307, 48963471, 1361971, 470709, 1361975, 427704, 46626781]","[43986343, 37865675, 48035307, 48963471, 35905907]"
58165567,"[14770629, 62686760, 14770633, 14994442, 14770639]","[14770629, 62686760, 14770633, 14994442, 14770639]"
62686760,"[14770629, 62686760, 14770633, 14994442, 14770639]","[14770629, 62686760, 14770633, 14994442, 14770639]"
430787,"[1811333, 12141163, 1229611, 31293420, 36586958, 963473, 58973112]","[65484225, 655138, 60179268, 475371, 475374, 475377, 36607706, 66452059, 12119039]"
58973106,"[65484233, 7614603, 60179278, 67370863, 8126225]","[48035297, 65484233, 10731212, 60179278, 67370863]"
50215275,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
14994452,"[62686770, 14273555, 14273556, 11478939, 11478941]","[14273555, 14273556, 51409053, 12489239, 39909021, 65484223]"
66698581,"[57502148, 66698581, 58179126, 59260761, 58695934]","[57502148, 66698581, 58179126, 59260761, 58695934]"
60179271,"[34123303, 45053000, 35905909, 48035319, 46626779]","[60179271, 45053000, 42594230, 43986359, 46626779]"
66698573,"[68267104, 57508101, 15257993, 41134223, 8126224, 21032178, 54383736]","[31523046, 65484233, 13637677, 60179278, 62686748]"
60179266,"[57177026, 58340167, 67370861, 57805747, 65484221]","[57177026, 58340167, 58973104, 57805747, 65484221]"
65484223,"[20578501, 14770633, 58973102, 14770639, 3905585]","[60179274, 449356, 58973102, 14994452, 62686748]"
55074315,"[46009050, 899429, 34123144, 58340177, 46305782, 50883577, 1044666]","[56514276, 34123144, 53776268, 58340177, 386609, 56205269, 46009050, 55066555]"
7491461,"[361761, 837604, 10118598, 483943, 48947306, 9843946, 14683083, 346635, 68049234, 45663003]","[32314553, 32184070, 34978121, 1053642, 38383306, 9687412, 17456501, 2208377, 23189117, 49180670]"
48035297,"[51314914, 57502155, 51730397, 48583250, 50350077]","[51314914, 54378885, 56758251, 66698585, 51730397]"
67872213,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
51284501,"[54378880, 51040343, 57307961, 57307963, 57043647]","[2213443, 17597771, 14958061, 57307963, 3671837]"
52854770,"[17954914, 59402596, 507147, 66955371, 51355437, 63924621, 19662197, 58839701, 1674171, 9980606]","[19699942, 58708935, 58441480, 1332589, 56029102, 11806671, 20421650, 58709015, 58709820]"
63924621,"[59402596, 66955371, 51355437, 58839701, 56908218]","[59402596, 66955371, 57778253, 58359667, 58839701]"
66452073,"[49204105, 58839694, 31523060, 54444343, 22968830]","[32053062, 57778251, 58839694, 54444343, 22968830]"
54378880,"[51284501, 51040343, 57307961, 57307963, 57043647]","[2213443, 17597771, 354862, 51284501, 52112472, 3671837]"
58973110,"[396225, 398311, 449393, 394868, 449339]","[2792677, 3326669, 4347955, 394868, 4347957]"
50322436,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
52112538,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
58444772,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
5535273,"[11821857, 14453320, 10731212, 10731214, 10731216]","[10731210, 10731212, 10731214, 10731216, 12489237]"
67370869,"[7614603, 8126225, 9793462, 10605526, 13407575]","[35191909, 46829135, 31523060, 48963481, 51040669]"
62686762,"[58165561, 66698567, 13407563, 54737173, 7496281]","[66698567, 58695882, 68267118, 58165561, 59260765]"
52112378,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
68267112,"[48035297, 51314914, 57502155, 48583250, 51730397]","[62686754, 57502155, 50350077, 66698585, 51730397]"
59260761,"[57502148, 66698581, 58179126, 59260761, 58695934]","[57502148, 62686770, 66698581, 58179126, 58695934]"
10084268,"[1229611, 1733455, 56857971, 54653560, 49204089]","[19499744, 343300, 475653, 34827430, 475657, 51356492, 863705, 60878132, 35720920, 66452057]"
58359665,"[59402594, 56305836, 55358261, 48035321, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
51434658,"[41265444, 11373765, 13853127, 10736424, 10131710]","[41265444, 475653, 11373765, 475657, 57300937, 434865, 569303, 11713434]"
50490365,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
50322369,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
49377828,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
66955377,"[24744419, 11821865, 47438221, 48330199, 56908216]","[24744419, 58359669, 56908216, 55358265, 59402590]"
42116006,"[8449063, 13116553, 13116555, 33543697, 33543701]","[8449063, 13116553, 13116555, 33543697, 33543701]"
51040343,"[2213443, 51284501, 57307961, 57307963, 57043647]","[2213443, 17597771, 51284501, 3671837, 57043647]"
50215244,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
59402590,"[24744419, 47438221, 67872213, 48330199, 15257979]","[24744419, 58359669, 56908216, 55358265, 59402590]"
60179274,"[49848832, 55505600, 58340175, 58973116, 53834815]","[66698569, 48583252, 62686748, 59260765, 65484223]"
52380895,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
67873661,"[3735109, 431494, 1229611, 1733455, 51730397, 7614611, 58395901, 13728284, 3734909]","[48035297, 51314914, 54002916, 27639434, 46829137, 970932, 53293051, 54747230]"
1199401,"[838460, 66698567, 51251341, 10685711, 47873242, 58340699, 411644]","[57233220, 43986345, 51251341, 43950733, 10685711, 57233233, 8818431]"
49378666,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
36612792,"[11821857, 31293420, 37420467, 828661, 36612958]","[49883392, 31293420, 828661, 47873242, 36612958]"
50215261,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
48963481,"[15333732, 7614603, 8126225, 9793462, 10605526]","[48392556, 67370869, 49848854, 56430297, 51040669]"
59144128,"[58444770, 68423755, 67872209, 66452055, 60878105]","[59144128, 58444770, 51314914, 67872209, 66452055]"
51119889,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
63924624,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
50214788,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
52678809,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
65484225,"[67370884, 58340165, 60179268, 57794067, 58973118]","[67370884, 58340165, 60179268, 57794067, 58973118]"
66452059,"[54002918, 67872211, 51036502, 54747224, 60878107, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
26063033,"[31523050, 653932, 922573, 1080532, 59260767]","[2792677, 3326669, 4347955, 394868, 58973110]"
58695892,"[58709858, 68267116, 58168941, 56758253, 66698583]","[58709858, 68267116, 56758253, 58168941, 66698583]"
58340179,"[7614603, 15258001, 8126225, 9793462, 10605526]","[57177056, 57794059, 48392556, 54737173, 48963481]"
11821857,"[14453320, 14453322, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
56452879,"[56452874, 56452879, 65076822, 54710747, 59405726]","[57042636, 60878132, 67872213, 66452057, 59144124]"
49641070,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
58340173,"[46009030, 55507724, 60179276, 54737169, 48963475]","[46829139, 394868, 48963475, 449367, 51064283]"
56029102,"[51314914, 54378885, 57502155, 58695890, 51730397]","[51314914, 57502155, 50350077, 55138389, 51730397]"
51314912,"[48035297, 51314914, 57502155, 48583250, 51730397]","[51314914, 54378885, 58168943, 51730397, 50350077]"
49378648,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
58547388,"[33733791, 446539, 46253842, 8307669, 383448, 24957721, 4097791]","[1535021, 41161329, 46253842, 383448, 24957721, 579420, 33733791]"
49640422,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
16530712,"[575916, 648662, 899996, 603549, 655743]","[1977571, 3994569, 575916, 10131708, 899996]"
10731226,"[11821857, 14453320, 10731212, 10731214, 10731216]","[10731212, 10731216, 10731220, 36612792, 47873242]"
51990189,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
66698567,"[1199401, 13407565, 51251341, 10685711, 58165561]","[1664553, 62686762, 802253, 68267118, 58165561, 59260765]"
52381095,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
67370863,"[7614603, 60179278, 67370863, 8126225, 58973106]","[51314914, 65484233, 60179278, 58973106, 51730397]"
51518414,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
58062996,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
16306339,"[14770629, 14770662, 14770633, 14994442, 14770639]","[14770629, 14770662, 14770633, 14994442, 14770639]"
7287543,"[1080000, 872766, 1521615, 1985745, 1005470]","[1080000, 11508035, 1701711, 1985745, 959699]"
68267101,"[575916, 648662, 899996, 603549, 655743]","[2213443, 58165557, 51284501, 3671837, 62686750]"
10733034,"[11713420, 10733036, 11713422, 10733038, 11713424]","[10733036, 12081421, 10920461, 12081423, 12081425]"
62686774,"[65589057, 59260773, 58168939, 58695884, 66698577]","[65589057, 59260773, 58168939, 58695884, 66698577]"
949599,"[4317417, 56758251, 10084268, 46008977, 12081425, 56857971, 49204089, 13851453]","[15917122, 10084268, 802253, 568140, 56452879, 1891407, 15258001, 568144, 568145]"
60878107,"[54002918, 67872211, 51036502, 54747224, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
54383647,"[48963465, 57590002, 37865684, 46009013, 54383647]","[48963465, 66698570, 37865684, 46009013, 54383647]"
10685711,"[66698567, 1199401, 7614603, 10685711, 8126225, 838460]","[51510729, 1199401, 51251341, 14770639, 13728284]"
49848854,"[15333732, 7614603, 8126225, 9793462, 10605526]","[57177056, 46829135, 31523060, 48963481, 51040669]"
58063032,"[59402594, 56305836, 55358261, 48035321, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
65484243,"[43801573, 65484235, 1229611, 65484241, 57233240, 6393887]","[65484235, 37865675, 48035307, 65484241, 35905907]"
51990306,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
55089997,"[54006572, 54006574, 54006576, 54006578, 1646717]","[58709387, 54006572, 54006576, 54006578, 14273555, 1646717]"
48583250,"[48035297, 51314914, 57502155, 50350077, 51730397]","[51314914, 54378885, 56758251, 49311355, 51730397]"
59405713,"[65589057, 58709858, 65589059, 16111214, 49721779, 57979768]","[63540234, 1733455, 43262261, 57979768, 58340699]"
59260767,"[10076516, 552201, 57233229, 14453303, 26063033]","[552201, 66452059, 60878107, 62686748, 59144126]"
10861829,"[19824204, 10862928, 10860626, 10862745, 656890]","[10859694, 10862928, 12081425, 10860626, 10862745]"
50350077,"[48035297, 51314914, 57502155, 48583250, 51730397]","[51314914, 54378885, 56758251, 49311355, 51730397]"
58695934,"[57502148, 66698581, 58179126, 59260761, 58695934]","[57502148, 62686770, 66698581, 58179126, 59260761]"
58444770,"[59144128, 67872209, 63924627, 66452055, 60878105]","[59144128, 58444770, 51314914, 67872209, 66452055]"
10731224,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 52124332, 31293420, 13407571, 47873242]"
56029094,"[43986343, 48035307, 48963471, 45053463, 46626781]","[43986343, 48035307, 37865675, 48963471, 35905907]"
49311359,"[11821857, 14453320, 63540234, 44640272, 43262261]","[63540234, 44640272, 43262261, 7287543, 58340699]"
51492000,"[853251, 1387525, 6542807, 1689849, 656890]","[17597765, 12629898, 41265456, 23134416, 36710776]"
58168941,"[58709858, 68267116, 56758253, 58695892, 66698583]","[58709858, 68267116, 58695892, 66698583, 38385436]"
13300151,"[63516905, 10084268, 1733455, 56857971, 54653560, 49204089, 806366]","[65484225, 10077026, 10374171, 8307669, 50356119, 427704, 50356121, 12225595, 339325, 7496285]"
56452874,"[56452874, 56452879, 65076822, 54710747, 59405726]","[13116553, 13116555, 57794067, 33543701, 54710747]"
65484229,"[58973108, 57805749, 67370873, 55505594, 60179258]","[58973108, 57805749, 67370873, 55505594, 60179258]"
20485914,"[383329, 383364, 20875301, 383365, 383344]","[20448290, 58708935, 58709015, 58709820, 37151615]"
12119039,"[62686754, 59260775, 47873242, 58340699, 411644, 62686750]","[51356490, 8000657, 44251093, 7496281, 10077022]"
49311355,"[48035297, 51314914, 57502155, 48583250, 51730397]","[51314914, 54378885, 56758251, 48583250, 51730397]"
51314914,"[48035297, 57502155, 50350077, 48583250, 51730397]","[48035297, 54378885, 48583250, 49311355, 51730397]"
54739908,"[54739910, 56452879, 65076822, 65076824, 59405726]","[55187168, 54739910, 434867, 65076824, 66452057, 54710747, 59405726]"
48035321,"[59402594, 63924615, 56305836, 55358261, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
11806671,"[7139151, 7139153, 22729425, 7139155, 17948433, 51409053]","[46829124, 58695878, 39909008, 17948433, 17948441]"
48963465,"[66698570, 57590002, 37865684, 46009013, 54383647]","[66698570, 57590002, 37865684, 46009013, 54383647]"
383329,"[20448290, 383364, 383365, 4696363, 3470189, 383344, 20485914, 56315581]","[397892, 383365, 10733992, 383344, 650545, 41084471, 58443993, 20485914]"
58973104,"[57177026, 58340167, 67370861, 57805747, 65484221]","[60179266, 57177026, 58340167, 57805747, 65484221]"
600544,"[20374849, 36996321, 13407561, 860778, 55074313, 10733034, 14770618, 46829137, 479609, 48583258]","[383365, 54737990, 860778, 46253842, 15867704, 15257979]"
67370871,"[49848832, 55505600, 58340175, 58973116, 53834815]","[49848832, 55505600, 57794057, 58340175, 58973116]"
13116553,"[8449063, 13116553, 13116555, 33543697, 33543701]","[42116006, 8449063, 13116555, 33543697, 33543701]"
66698577,"[65589057, 59260773, 58168939, 58695884, 66698577]","[65589057, 59260773, 58168939, 58695884, 62686774]"
54739910,"[54739910, 56452879, 65076822, 65076824, 59405726]","[44640289, 54739908, 59405715, 58726004, 65076824, 59405726]"
57502148,"[57502148, 66698581, 58179126, 59260761, 58695934]","[57502148, 66698581, 58179126, 59260761, 58695934]"
54710747,"[56452874, 56452879, 65076822, 54710747, 59405726]","[54739908, 66398436, 8449290, 56452874, 1229611, 59405726]"
49550302,"[59402594, 56305836, 55358261, 48035321, 58839708]","[59402594, 66955369, 58359665, 58063032, 58839708]"
55505592,"[7614603, 8126225, 9793462, 10605526, 19628957]","[57177056, 10131714, 48392556, 7614605, 46829135]"
59402600,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
449339,"[396225, 398311, 399663, 449393, 394868]","[922573, 1080532, 1015899, 1055134, 536319]"
541687,"[655138, 465124, 701864, 8000657, 6436123]","[541696, 545890, 465124, 541705, 541680]"
52379924,"[49640422, 49378666, 52379924, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
59402596,"[66955371, 51355437, 63924621, 58839701, 56908218]","[66955371, 57778253, 56305840, 58359667, 58839701]"
65484227,"[10863202, 22492388, 67010757, 8126224, 970932, 27589910, 56430297, 53293051, 51320541]","[59402594, 63924615, 66955369, 58340171, 14273555]"
545890,"[49204099, 48035334, 14453324, 49922642, 6436123, 51036508]","[541696, 465124, 541680, 541716, 541687]"
60179264,"[54740551, 58168941, 54740557, 17937805, 47873242, 58340699, 13637692]","[46009024, 58709858, 56758253, 1446609, 14314422, 36612792, 36474716]"
48035334,"[655138, 49204099, 8000657, 49922642, 6436123, 51036508]","[49922642, 60878132, 67872213, 66452057, 59144124]"
67872209,"[59144128, 58444770, 66452055, 60878105, 54003386]","[59144128, 58444770, 51314914, 67872209, 66452055]"
20875301,"[12081425, 59405715, 58726004, 65076824, 20485914]","[68423755, 13191597, 11806673, 63924627, 1646717]"
41265444,"[11373765, 8009286, 13853127, 10736424, 10131710]","[41265444, 475653, 11373765, 475657, 57300937, 434865, 569303, 11713434]"
